"","group","subject_id","activity","observation_type","mean","mean_of_sd"
"78","test",4,"STANDING","body_gyro_z",-0.00476632015512165,0.0457726925076486
"79","test",4,"STANDING","total_acc_x",1.01254772522321,0.00655793475705235
"80","test",4,"STANDING","total_acc_y",-0.0537375759124581,0.0167422906366435
"81","test",4,"STANDING","total_acc_z",0.162499902231585,0.0148038141996081
"82","test",4,"WALKING","body_acc_x",0.000207368155971354,0.183094461715684
"83","test",4,"WALKING","body_acc_y",0.00120543976572526,0.159097393646937
"84","test",4,"WALKING","body_acc_z",-0.00102254446784505,0.0774329765857893
"85","test",4,"WALKING","body_gyro_x",-0.00425263819567708,0.436304469595107
"86","test",4,"WALKING","body_gyro_y",0.000744455540416667,0.258157629819505
"87","test",4,"WALKING","body_gyro_z",-0.00255156665798958,0.165557090664548
"88","test",4,"WALKING","total_acc_x",1.01767012106771,0.182891567054605
"89","test",4,"WALKING","total_acc_y",-0.0664847311506146,0.158497239559965
"90","test",4,"WALKING","total_acc_z",0.11900994170319,0.0763835890691704
"91","test",4,"WALKING_DOWNSTAIRS","body_acc_x",0.000492442967631945,0.329958141194942
"92","test",4,"WALKING_DOWNSTAIRS","body_acc_y",0.00384790223680556,0.135220244133688
"93","test",4,"WALKING_DOWNSTAIRS","body_acc_z",0.000505458824418403,0.0966875520268981
"94","test",4,"WALKING_DOWNSTAIRS","body_gyro_x",-0.0775202392881701,0.550094617120377
"95","test",4,"WALKING_DOWNSTAIRS","body_gyro_y",0.00177744337545139,0.232084546764709
"96","test",4,"WALKING_DOWNSTAIRS","body_gyro_z",-0.0119804035823299,0.245027392765201
"97","test",4,"WALKING_DOWNSTAIRS","total_acc_x",1.00645038331597,0.329112731427594
"98","test",4,"WALKING_DOWNSTAIRS","total_acc_y",-0.0401034840629549,0.133360766413826
"99","test",4,"WALKING_DOWNSTAIRS","total_acc_z",0.141126709542694,0.0951198784989858
"100","test",4,"WALKING_UPSTAIRS","body_acc_x",-0.00138054912814002,0.259738018657437
"101","test",4,"WALKING_UPSTAIRS","body_acc_y",-0.00778496399770733,0.161170726140763
"102","test",4,"WALKING_UPSTAIRS","body_acc_z",-0.00195291145792818,0.115938777844976
"103","test",4,"WALKING_UPSTAIRS","body_gyro_x",0.0691595651582091,0.476784496942272
"104","test",4,"WALKING_UPSTAIRS","body_gyro_y",-0.0052408352585637,0.345586194162997
"105","test",4,"WALKING_UPSTAIRS","body_gyro_z",-0.000866329750922476,0.311686921524456
"106","test",4,"WALKING_UPSTAIRS","total_acc_x",1.00353952916166,0.258730544473538
"107","test",4,"WALKING_UPSTAIRS","total_acc_y",-0.222379972014313,0.158525222228117
"108","test",4,"WALKING_UPSTAIRS","total_acc_z",0.0752361516597686,0.111814167246818
"109","test",9,"LAYING","body_acc_x",-0.00378781091017634,0.0201547253092997
"110","test",9,"LAYING","body_acc_y",-0.00177739953727687,0.0160332538453771
"111","test",9,"LAYING","body_acc_z",0.000250370930332188,0.0136889525517444
"112","test",9,"LAYING","body_gyro_x",0.0144830705982678,0.0519910557214932
"113","test",9,"LAYING","body_gyro_y",-0.0381799026011172,0.0581858861232362
"114","test",9,"LAYING","body_gyro_z",0.00661327766128875,0.0207878737752202
"115","test",9,"LAYING","total_acc_x",-0.07843890639135,0.0144532524187876
"116","test",9,"LAYING","total_acc_y",-0.102725756754688,0.0141117347857671
"117","test",9,"LAYING","total_acc_z",0.936051265671875,0.0117016574926478
"118","test",9,"SITTING","body_acc_x",-0.00602765974368063,0.015315395849173
"119","test",9,"SITTING","body_acc_y",-0.00518146462093375,0.023063133408559
"120","test",9,"SITTING","body_acc_z",0.0108778374877441,0.0332382062471854
"121","test",9,"SITTING","body_gyro_x",-0.0151133804289714,0.0373845303278959
"122","test",9,"SITTING","body_gyro_y",0.0148596908945359,0.0638739105953295
"123","test",9,"SITTING","body_gyro_z",-0.00245233219708,0.0360006920036133
"124","test",9,"SITTING","total_acc_x",0.977718629640625,0.0132631170461758
"125","test",9,"SITTING","total_acc_y",-0.0284994424448344,0.0185187432250454
"126","test",9,"SITTING","total_acc_z",0.0891435352947469,0.0253085849336675
"127","test",9,"STANDING","body_acc_x",0.000975646581522674,0.00930032160819328
"128","test",9,"STANDING","body_acc_y",-0.00152493773739809,0.0122164070554983
"129","test",9,"STANDING","body_acc_z",0.00430529134118212,0.0175395286203155
"130","test",9,"STANDING","body_gyro_x",-0.00155553747638264,0.0696300479663095
"131","test",9,"STANDING","body_gyro_y",0.00610836861149861,0.0433133382687995
"132","test",9,"STANDING","body_gyro_z",0.00571301487133819,0.0312977150966811
"133","test",9,"STANDING","total_acc_x",1.01654576128472,0.00899144289606927
"134","test",9,"STANDING","total_acc_y",0.00615995559012153,0.0109850914904978
"135","test",9,"STANDING","total_acc_z",0.007770512609375,0.012829019259011
"136","test",9,"WALKING","body_acc_x",0.000191052807671274,0.248879600089854
"137","test",9,"WALKING","body_acc_y",-0.000498834800628005,0.138107501057833
"138","test",9,"WALKING","body_acc_z",-0.000830103153215144,0.17243890494802
"139","test",9,"WALKING","body_gyro_x",-0.0548277159004477,0.457859703054282
"140","test",9,"WALKING","body_gyro_y",0.00531838462992788,0.409990209807544
"141","test",9,"WALKING","body_gyro_z",0.0111961964570613,0.357747555082312
"142","test",9,"WALKING","total_acc_x",1.00907346835937,0.248637590816133
"143","test",9,"WALKING","total_acc_y",-0.0138377601220132,0.137630836109565
"144","test",9,"WALKING","total_acc_z",-0.120209197610159,0.1718414188799
"145","test",9,"WALKING_DOWNSTAIRS","body_acc_x",0.00378110410452046,0.395653057615121
"146","test",9,"WALKING_DOWNSTAIRS","body_acc_y",-0.00171058052881324,0.136977676033439
"147","test",9,"WALKING_DOWNSTAIRS","body_acc_z",0.00570820403456101,0.181475415978046
"148","test",9,"WALKING_DOWNSTAIRS","body_gyro_x",-0.0659685908307481,0.527292948206528
"149","test",9,"WALKING_DOWNSTAIRS","body_gyro_y",0.00139038171233259,0.5066665380224
"150","test",9,"WALKING_DOWNSTAIRS","body_gyro_z",0.0134864333058743,0.350967981113231
"151","test",9,"WALKING_DOWNSTAIRS","total_acc_x",1.00315201588542,0.394993234600831
"152","test",9,"WALKING_DOWNSTAIRS","total_acc_y",-0.0188410095923735,0.135117656288824
"153","test",9,"WALKING_DOWNSTAIRS","total_acc_z",-0.0806710528291853,0.178523540136741
"154","test",9,"WALKING_UPSTAIRS","body_acc_x",-0.00311991539501594,0.20888705793655
"155","test",9,"WALKING_UPSTAIRS","body_acc_y",-0.0012441211607111,0.120937528896652
"156","test",9,"WALKING_UPSTAIRS","body_acc_z",-0.0055865080603699,0.137286091796526
"157","test",9,"WALKING_UPSTAIRS","body_gyro_x",-0.140564908848342,0.572969047373923
"158","test",9,"WALKING_UPSTAIRS","body_gyro_y",0.0149356898656633,0.460663684104356
"159","test",9,"WALKING_UPSTAIRS","body_gyro_z",0.0262729609744898,0.419486313343282
"160","test",9,"WALKING_UPSTAIRS","total_acc_x",0.970954030086097,0.208381255281051
"161","test",9,"WALKING_UPSTAIRS","total_acc_y",-0.0209356355106505,0.115646948818212
"162","test",9,"WALKING_UPSTAIRS","total_acc_z",-0.272525371071014,0.134723679749271
"163","test",10,"LAYING","body_acc_x",0.000547105103128502,0.0117233056356992
"164","test",10,"LAYING","body_acc_y",-0.00375358704768505,0.0108807671365159
"165","test",10,"LAYING","body_acc_z",-0.00292714793083621,0.0103144551281938
"166","test",10,"LAYING","body_gyro_x",0.00837346312501697,0.0350393144679664
"167","test",10,"LAYING","body_gyro_y",-0.00121594752027074,0.0374850230689371
"168","test",10,"LAYING","body_gyro_z",0.00813820787615124,0.0157787272868256
"169","test",10,"LAYING","total_acc_x",0.0158414164399515,0.00719046016148956
"170","test",10,"LAYING","total_acc_y",-0.124820034267241,0.0093895463355071
"171","test",10,"LAYING","total_acc_z",-0.0390355728313578,0.00849149221359633
"172","test",10,"SITTING","body_acc_x",-0.00143508606709664,0.00697383196155808
"173","test",10,"SITTING","body_acc_y",0.0010991023025068,0.0157451061313084
"174","test",10,"SITTING","body_acc_z",0.00133933249643139,0.00881182840784417
"175","test",10,"SITTING","body_gyro_x",-0.0160563844672239,0.0113882671742092
"176","test",10,"SITTING","body_gyro_y",0.00286248873160544,0.0139736256138561
"177","test",10,"SITTING","body_gyro_z",-0.0051946397119809,0.0213444160378415
"178","test",10,"SITTING","total_acc_x",0.894307647554977,0.00379000391963848
"179","test",10,"SITTING","total_acc_y",-0.0220540359273727,0.00545951649432133
"180","test",10,"SITTING","total_acc_z",0.194850585001881,0.00597915266009502
"181","test",10,"STANDING","body_acc_x",-0.000190720315555575,0.00843535650100979
"182","test",10,"STANDING","body_acc_y",0.000837276782393466,0.0154747996462617
"183","test",10,"STANDING","body_acc_z",0.000113490389121165,0.0135874966605671
"184","test",10,"STANDING","body_gyro_x",-0.000526556747244673,0.0627467946581554
"185","test",10,"STANDING","body_gyro_y",-0.00602412262545099,0.0335036022169274
"186","test",10,"STANDING","body_gyro_z",0.00748807940069957,0.0246199538752239
"187","test",10,"STANDING","total_acc_x",1.01020633668324,0.00816837106652203
"188","test",10,"STANDING","total_acc_y",-0.0242124755522017,0.014568263600803
"189","test",10,"STANDING","total_acc_z",0.0286876456902763,0.0112303615925061
"190","test",10,"WALKING","body_acc_x",0.000205733081942806,0.268258044354336
"191","test",10,"WALKING","body_acc_y",6.07405887662148e-05,0.168678137647544
"192","test",10,"WALKING","body_acc_z",-0.000247713736612618,0.111711296653106
"193","test",10,"WALKING","body_gyro_x",0.0395670549963738,0.511813233886342
"194","test",10,"WALKING","body_gyro_y",-0.00343797976463738,0.575495628044352
"195","test",10,"WALKING","body_gyro_z",0.00546013859215802,0.401886467874531
"196","test",10,"WALKING","total_acc_x",1.01702665511498,0.267994336413255
"197","test",10,"WALKING","total_acc_y",-0.0656056597570165,0.168328831964327
"198","test",10,"WALKING","total_acc_z",0.0482065693653921,0.110000860448035
"199","test",10,"WALKING_DOWNSTAIRS","body_acc_x",0.00264315638248355,0.42240596564843
"200","test",10,"WALKING_DOWNSTAIRS","body_acc_y",-0.00150373690867599,0.173260189933502
"201","test",10,"WALKING_DOWNSTAIRS","body_acc_z",-0.000839381163301809,0.14985247474954
"202","test",10,"WALKING_DOWNSTAIRS","body_gyro_x",-0.100210707471916,0.607131923221983
"203","test",10,"WALKING_DOWNSTAIRS","body_gyro_y",-0.0146298151562911,0.529140358140117
"204","test",10,"WALKING_DOWNSTAIRS","body_gyro_z",-0.00614732127109375,0.469297926396867
"205","test",10,"WALKING_DOWNSTAIRS","total_acc_x",1.00299684753289,0.421895468731918
"206","test",10,"WALKING_DOWNSTAIRS","total_acc_y",-0.0479827336094572,0.171883566749712
"207","test",10,"WALKING_DOWNSTAIRS","total_acc_z",0.0347843677526521,0.146728264697168
"208","test",10,"WALKING_UPSTAIRS","body_acc_x",-0.00215434956525931,0.273819666354605
"209","test",10,"WALKING_UPSTAIRS","body_acc_y",0.00144380708187832,0.171614751139922
"210","test",10,"WALKING_UPSTAIRS","body_acc_z",-0.00326137924653258,0.169577546890159
"211","test",10,"WALKING_UPSTAIRS","body_gyro_x",0.104186436201142,0.603832149257101
"212","test",10,"WALKING_UPSTAIRS","body_gyro_y",-0.00953582886803856,0.799046330500612
"213","test",10,"WALKING_UPSTAIRS","body_gyro_z",0.000723025549767287,0.331200962987762
"214","test",10,"WALKING_UPSTAIRS","total_acc_x",0.992579551496011,0.27296594463006
"215","test",10,"WALKING_UPSTAIRS","total_acc_y",-0.0369962858370645,0.170247536095494
"216","test",10,"WALKING_UPSTAIRS","total_acc_z",0.0135738852197909,0.163228962460019
"217","test",12,"LAYING","body_acc_x",-0.00359865031015964,0.0159356714558689
"218","test",12,"LAYING","body_acc_y",-0.000200488412744609,0.0104335847005149
"219","test",12,"LAYING","body_acc_z",4.87296726250001e-05,0.012317415408358
"220","test",12,"LAYING","body_gyro_x",0.0134283674780807,0.0312273171752553
"221","test",12,"LAYING","body_gyro_y",-0.00416021491336589,0.0373214419099696
"222","test",12,"LAYING","body_gyro_z",0.0260504368187497,0.0263261054278771
"223","test",12,"LAYING","total_acc_x",0.0643671613819869,0.0109427980744745
"224","test",12,"LAYING","total_acc_y",0.820221124570312,0.00810931729195945
"225","test",12,"LAYING","total_acc_z",0.264815987544401,0.00997317905362646
"226","test",12,"SITTING","body_acc_x",-0.000529326617102328,0.00708203878363165
"227","test",12,"SITTING","body_acc_y",0.000707491991895772,0.013934018347827
"228","test",12,"SITTING","body_acc_z",0.000660816593788603,0.0138769536325068
"229","test",12,"SITTING","body_gyro_x",-0.015203150503652,0.0239694751813836
"230","test",12,"SITTING","body_gyro_y",-0.000387670351019608,0.0322512449421903
"231","test",12,"SITTING","body_gyro_z",-0.00596902640454044,0.0256506032037045
"232","test",12,"SITTING","total_acc_x",0.990221519653799,0.00621194415171767
"233","test",12,"SITTING","total_acc_y",0.101709307871124,0.010270973420328
"234","test",12,"SITTING","total_acc_z",0.0821704590081703,0.0112271241540894
"235","test",12,"STANDING","body_acc_x",-3.50191958077613e-05,0.00751246647910759
"236","test",12,"STANDING","body_acc_y",0.000124781675845799,0.0148635007756922
"237","test",12,"STANDING","body_acc_z",0.000918557874254355,0.0172897359936857
"238","test",12,"STANDING","body_gyro_x",-0.0024011464640284,0.103012771972852
"239","test",12,"STANDING","body_gyro_y",0.00195543134382915,0.0468174399690749
"240","test",12,"STANDING","body_gyro_z",-0.00534470724824667,0.0262257226875677
"241","test",12,"STANDING","total_acc_x",1.01270223829406,0.00666198524884001
"242","test",12,"STANDING","total_acc_y",-0.200409026130891,0.013542023355331
"243","test",12,"STANDING","total_acc_z",-0.0434611176847259,0.0127172870899272
"244","test",12,"WALKING","body_acc_x",-9.21391085156255e-05,0.284441839821761
"245","test",12,"WALKING","body_acc_y",0.000827275840871875,0.151588305727746
"246","test",12,"WALKING","body_acc_z",0.00170010802277187,0.10902075742299
"247","test",12,"WALKING","body_gyro_x",-0.0792475920826562,0.396816118813245
"248","test",12,"WALKING","body_gyro_y",0.0180192490122781,0.423503708202954
"249","test",12,"WALKING","body_gyro_z",0.00603742439878125,0.316839166635546
"250","test",12,"WALKING","total_acc_x",1.0194030086875,0.284133132184705
"251","test",12,"WALKING","total_acc_y",-0.136903903354091,0.150803073294863
"252","test",12,"WALKING","total_acc_z",-0.0392852483374313,0.107861546930052
"253","test",12,"WALKING_DOWNSTAIRS","body_acc_x",0.000813056907707201,0.340099960560642
"254","test",12,"WALKING_DOWNSTAIRS","body_acc_y",-0.000496247653203125,0.191497324556069
"255","test",12,"WALKING_DOWNSTAIRS","body_acc_z",-0.000412361126878397,0.106429063490695
"256","test",12,"WALKING_DOWNSTAIRS","body_gyro_x",-0.0875168323327412,0.557149576833188
"257","test",12,"WALKING_DOWNSTAIRS","body_gyro_y",0.0142697908064283,0.402921754829831
"258","test",12,"WALKING_DOWNSTAIRS","body_gyro_z",0.00142102502017663,0.322825607108299
"259","test",12,"WALKING_DOWNSTAIRS","total_acc_x",1.0082774439538,0.339440824919615
"260","test",12,"WALKING_DOWNSTAIRS","total_acc_y",-0.160917511084484,0.1903905469536
"261","test",12,"WALKING_DOWNSTAIRS","total_acc_z",-0.0610726244907439,0.10498072567709
"262","test",12,"WALKING_UPSTAIRS","body_acc_x",-0.000949088958578726,0.232051059135554
"263","test",12,"WALKING_UPSTAIRS","body_acc_y",-0.00483565996215445,0.154828097713999
"264","test",12,"WALKING_UPSTAIRS","body_acc_z",0.000319738868057392,0.104328564691607
"265","test",12,"WALKING_UPSTAIRS","body_gyro_x",-0.0675002597771935,0.413887582465301
"266","test",12,"WALKING_UPSTAIRS","body_gyro_y",0.0149931818603155,0.367201157923315
"267","test",12,"WALKING_UPSTAIRS","body_gyro_z",0.00153555737222055,0.317108225852408
"268","test",12,"WALKING_UPSTAIRS","total_acc_x",0.998389077854567,0.23147297891799
"269","test",12,"WALKING_UPSTAIRS","total_acc_y",-0.245597535933083,0.152829978210679
"270","test",12,"WALKING_UPSTAIRS","total_acc_z",-0.0742414764333113,0.102022886880095
"271","test",13,"LAYING","body_acc_x",-0.000177106713496686,0.011525666259784
"272","test",13,"LAYING","body_acc_y",-0.00173209890462525,0.0101131182239813
"273","test",13,"LAYING","body_acc_z",0.00131335934914491,0.0119471038493977
"274","test",13,"LAYING","body_gyro_x",0.0185011398386217,0.0259565555718717
"275","test",13,"LAYING","body_gyro_y",-0.0100618412263863,0.0305613712609274
"276","test",13,"LAYING","body_gyro_z",0.0139357563317787,0.018001240353527
"277","test",13,"LAYING","total_acc_x",0.224605782486139,0.00653069232991513
"278","test",13,"LAYING","total_acc_y",0.671896923311492,0.00697885681238592
"279","test",13,"LAYING","total_acc_z",0.584327889364919,0.00809803486782595
"280","test",13,"SITTING","body_acc_x",-0.000669198850622449,0.00481503224132374
"281","test",13,"SITTING","body_acc_y",0.00590644776180357,0.0121596947643521
"282","test",13,"SITTING","body_acc_z",0.00365393806041614,0.0140605083978249
"283","test",13,"SITTING","body_gyro_x",-0.0080833038323514,0.0140257988178764
"284","test",13,"SITTING","body_gyro_y",-0.0071919979713251,0.0175752670723336
"285","test",13,"SITTING","body_gyro_z",-0.00176575355299107,0.0182211143802775
"286","test",13,"SITTING","total_acc_x",0.989620217203444,0.00290288835325291
"287","test",13,"SITTING","total_acc_y",0.125603516244101,0.00545197518876486
"288","test",13,"SITTING","total_acc_z",0.072597792506537,0.00621060808498242
"289","test",13,"STANDING","body_acc_x",3.76441025629112e-05,0.00433596809476904
"290","test",13,"STANDING","body_acc_y",0.000183031390622533,0.0103737207927797
"291","test",13,"STANDING","body_acc_z",-0.00126074401695869,0.00886379212460399
"292","test",13,"STANDING","body_gyro_x",-0.0019330933757426,0.0403824192198814
"293","test",13,"STANDING","body_gyro_y",-0.000442971225277686,0.0236586010961221
"294","test",13,"STANDING","body_gyro_z",-0.000381312210084978,0.0150543661358185
"295","test",13,"STANDING","total_acc_x",1.0024336723273,0.00373742271121098
"296","test",13,"STANDING","total_acc_y",-0.221401995015077,0.008261790321929
"297","test",13,"STANDING","total_acc_z",-0.0583641329989035,0.0075207740900502
"298","test",13,"WALKING","body_acc_x",-0.000348818591836623,0.213586445936151
"299","test",13,"WALKING","body_acc_y",-0.000748957699904057,0.196798404046767
"300","test",13,"WALKING","body_acc_z",-0.00103192277945998,0.143208220699336
"301","test",13,"WALKING","body_gyro_x",0.010575570404477,0.545030676272071
"302","test",13,"WALKING","body_gyro_y",-0.00248676045489857,0.54551016143661
"303","test",13,"WALKING","body_gyro_z",-0.0035018749915159,0.31044790489081
"304","test",13,"WALKING","total_acc_x",0.979529870202851,0.213289498281179
"305","test",13,"WALKING","total_acc_y",-0.265994305605948,0.195825848154457
"306","test",13,"WALKING","total_acc_z",-0.135587818823191,0.142251295407354
"307","test",13,"WALKING_DOWNSTAIRS","body_acc_x",0.00357174703055186,0.304177138465913
"308","test",13,"WALKING_DOWNSTAIRS","body_acc_y",0.00145068212119215,0.167075398751593
"309","test",13,"WALKING_DOWNSTAIRS","body_acc_z",0.00208566982615692,0.154388756822802
"310","test",13,"WALKING_DOWNSTAIRS","body_gyro_x",-0.0979753666131981,0.509367406135839
"311","test",13,"WALKING_DOWNSTAIRS","body_gyro_y",0.0228540842802759,0.615306460431179
"312","test",13,"WALKING_DOWNSTAIRS","body_gyro_z",0.0110432632994348,0.330104372724331
"313","test",13,"WALKING_DOWNSTAIRS","total_acc_x",1.00538808508976,0.30362564601655
"314","test",13,"WALKING_DOWNSTAIRS","total_acc_y",-0.191782099509907,0.165049460233037
"315","test",13,"WALKING_DOWNSTAIRS","total_acc_z",-0.0968782195690558,0.151960786159072
"316","test",13,"WALKING_UPSTAIRS","body_acc_x",-0.00399215926080114,0.230057649175149
"317","test",13,"WALKING_UPSTAIRS","body_acc_y",-0.0055603983673125,0.190410067166888
"318","test",13,"WALKING_UPSTAIRS","body_acc_z",-0.00576762120330881,0.143800419196161
"319","test",13,"WALKING_UPSTAIRS","body_gyro_x",-0.114086646859688,0.401341517000617
"320","test",13,"WALKING_UPSTAIRS","body_gyro_y",0.0352883336794815,0.458586756532074
"321","test",13,"WALKING_UPSTAIRS","body_gyro_z",0.013431180009233,0.383835416910699
"322","test",13,"WALKING_UPSTAIRS","total_acc_x",0.931175603139205,0.229079832836813
"323","test",13,"WALKING_UPSTAIRS","total_acc_y",-0.344458693495199,0.188464410320158
"324","test",13,"WALKING_UPSTAIRS","total_acc_z",-0.215214449772642,0.141151808042143
"325","test",18,"LAYING","body_acc_x",-0.000594375465878462,0.0064455973353124
"326","test",18,"LAYING","body_acc_y",-0.00013407286296512,0.00409769407350077
"327","test",18,"LAYING","body_acc_z",0.000201081998308606,0.00524535869008304
"328","test",18,"LAYING","body_gyro_x",0.00257703172005361,0.00790547164222677
"329","test",18,"LAYING","body_gyro_y",-0.00425276904417548,0.0141040940132763
"330","test",18,"LAYING","body_gyro_z",0.00329526102096466,0.00940289957857418
"331","test",18,"LAYING","total_acc_x",0.179104952692308,0.00505398125285812
"332","test",18,"LAYING","total_acc_y",0.736769536634615,0.00361877975196226
"333","test",18,"LAYING","total_acc_z",0.589711743533654,0.00471715418957332
"334","test",18,"SITTING","body_acc_x",-6.30082821226425e-05,0.00325494241837402
"335","test",18,"SITTING","body_acc_y",0.00223915928642237,0.00601658904790216
"336","test",18,"SITTING","body_acc_z",-0.0011882797670773,0.00705918454635992
"337","test",18,"SITTING","body_gyro_x",-0.00580734166534205,0.00870281632281216
